id,idade,genero,regiao,nivel_de_renda,nivel_de_educacao,funcao_diaria,H_uso_do_dispo_p_dia,desbloqueios_do_celular,notificacoes_p_dia,minutos_de_midias_sociais,minutos_de_estudo,dias_de_ativ_fisica,horas_de_sono,qualidade_do_sono,pontuacao_de_ansiedade,pontuacao_de_depressao,nivel_de_estresse,pontuacao_de_felicidade,pontuacao_de_foco,indicador_de_alto_risco,tipo_de_dispositivo,pontuacao_de_produtividade,pontuacao_de_dependencia_digital
3080,25,Masculino,Europa,Baixo,Mestrado,Desempregado_a_procura_de_emprego,6.76,255,1198,65,40,4,6.74,3.02,0.0,15.0,6.98,5.6,0.0,0,iPhone,63.0,36.7
3081,22,Feminino,America_do_norte,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,2.37,67,284,157,4,1,7.72,2.8,10.07,1.0,10.0,7.3,39.0,0,Laptop,77.0,15.9
3082,23,Feminino,Oriente_medio,Alto,Mestrado,Estudante,8.62,167,288,324,146,2,6.64,1.0,3.84,21.0,9.14,2.7,31.0,0,iPhone,66.0,39.7
3083,34,Feminino,America_do_norte,Baixo,Mestrado,Funcionario_em_tmp_integral,8.42,134,439,53,85,4,5.1,3.02,2.29,6.0,9.89,0.1,49.0,1,Tablet,45.0,41.9
3084,21,Feminino,Europa,Baixo,Bacharelado,Estudante,5.74,110,74,42,27,5,8.71,3.08,10.69,10.0,8.93,8.0,78.0,0,Laptop,54.0,22.8
3085,42,Feminino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,3.72,82,257,31,108,3,8.34,3.9,9.9,8.0,4.98,8.7,55.0,0,Android,63.0,22.0
3086,38,Masculino,Africa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,9.1,160,582,165,135,2,5.4,1.96,3.0,18.0,10.0,0.1,12.0,1,Tablet,68.0,49.1
3087,30,Masculino,Africa,Alto,Bacharelado,Funcionario_em_tmp_integral,4.15,117,90,64,0,6,7.98,3.11,2.0,2.0,7.72,0.0,66.0,0,Laptop,65.3,20.5
3088,22,Feminino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,6.69,187,206,206,251,2,7.98,2.96,2.0,5.0,3.0,9.0,47.0,1,Tablet,77.0,34.3
3089,24,Feminino,America_do_norte,Baixo,Bacharelado,Meio período/Turno,5.0,161,117,120,102,3,5.34,4.04,4.12,4.0,5.13,8.3,46.0,1,Laptop,45.0,26.9
3090,24,Masculino,Africa,Baixo,Bacharelado,Estudante,11.84,250,200,27,121,3,8.12,1.0,13.0,17.0,2.82,8.6,67.0,0,Laptop,66.0,52.2
3091,32,Feminino,Africa,Medio_alto,Mestrado,Meio período/Turno,4.17,86,205,88,26,2,8.72,2.84,4.85,5.0,3.98,9.0,59.0,0,Laptop,47.0,21.5
3092,32,Masculino,Europa,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,8.26,186,645,109,58,6,7.77,2.13,1.0,12.0,9.76,3.4,16.0,0,Tablet,73.0,50.2
3093,31,Masculino,Asia,Medio_alto,Ensino_medio,Desempregado_a_procura_de_emprego,7.36,195,191,47,191,3,6.14,1.94,7.0,11.0,9.08,1.4,70.0,0,Tablet,65.3,37.4
3094,31,Masculino,America_do_norte,Medio_alto,Bacharelado,Meio período/Turno,8.14,157,59,151,48,3,6.59,2.0,9.0,13.0,2.99,4.9,69.0,0,Android,69.0,32.5
3095,33,Masculino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,8.31,130,311,23,32,2,7.7,2.89,2.0,7.0,10.0,3.7,51.0,0,iPhone,56.0,37.6
3096,16,Feminino,America_do_sul,Medio_baixo,Ensino_medio,Estudante,8.67,165,115,363,155,5,6.64,2.08,8.39,9.0,1.62,9.4,54.0,0,Android,78.0,34.3
3097,14,Masculino,Africa,Medio_baixo,Ensino_medio,Estudante,4.61,119,258,102,196,0,7.62,4.79,5.0,2.0,6.42,9.9,50.0,0,Android,75.0,24.3
3098,31,Masculino,Oriente_medio,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,4.18,86,169,120,98,1,7.7,3.9,6.0,1.0,10.0,1.4,64.0,0,iPhone,71.0,19.9
3099,19,Feminino,Oriente_medio,Baixo,Bacharelado,Estudante,5.08,144,332,117,102,7,8.74,4.28,10.71,5.0,2.61,7.7,54.0,0,Tablet,64.0,36.7
3100,38,Feminino,America_do_norte,Baixo,Doutorado,Funcionario_em_tmp_integral,6.62,119,547,365,73,5,7.87,3.14,5.39,14.0,1.0,7.7,0.0,0,Android,71.0,38.8
3101,29,Masculino,America_do_sul,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,5.37,80,111,369,102,4,9.42,1.98,3.0,8.0,1.0,8.6,39.0,0,Laptop,65.3,20.9
3102,22,Feminino,America_do_norte,Alto,Bacharelado,Funcionario_em_tmp_integral,13.81,309,230,77,106,4,6.08,1.03,23.06,22.0,4.93,1.7,75.0,0,Android,74.0,62.3
3103,21,Masculino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,6.6,147,145,110,10,3,8.51,3.0,7.0,2.0,2.89,8.2,88.0,0,iPhone,81.0,29.0
3104,43,Feminino,America_do_sul,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,11.05,140,306,20,131,3,7.65,1.99,8.69,16.0,10.0,0.8,60.0,1,Tablet,76.0,45.2
3105,37,Masculino,Africa,Medio_baixo,Mestrado,Meio período/Turno,3.76,39,396,65,62,4,7.86,3.03,2.0,3.0,1.03,8.9,43.0,1,iPhone,58.0,21.6
3106,37,Feminino,Asia,Medio_baixo,Doutorado,Funcionario_em_tmp_integral,10.77,199,123,18,38,4,6.6,1.04,13.99,16.0,1.83,7.9,72.0,0,Laptop,69.0,44.47
3107,44,Feminino,Asia,Alto,Ensino_medio,Funcionario_em_tmp_integral,3.51,68,188,330,66,1,9.54,2.79,6.88,5.0,1.0,9.8,44.0,0,Laptop,52.0,18.9
3108,24,Masculino,Asia,Medio_alto,Bacharelado,Estudante,7.62,165,390,501,64,3,8.8,1.96,2.0,6.0,1.0,9.3,0.0,1,Tablet,71.0,39.8
3109,18,Masculino,America_do_norte,Medio_baixo,Bacharelado,Estudante,14.08,290,418,32,0,4,3.9,1.07,18.0,21.0,10.0,6.42,21.0,1,Android,70.0,65.9
3110,30,Feminino,Asia,Alto,Bacharelado,Funcionario_em_tmp_integral,0.28,26,310,68,205,4,7.34,1.95,10.3,8.0,9.76,3.8,41.0,1,Tablet,65.3,9.7
3111,37,Feminino,America_do_norte,Baixo,Mestrado,Funcionario_em_tmp_integral,2.84,65,232,53,0,5,7.78,3.13,10.08,4.0,9.78,0.0,61.0,0,Tablet,53.0,17.6
3112,14,Masculino,Africa,Baixo,Ensino_medio,Estudante,7.26,117,139,122,0,1,6.52,1.83,3.0,10.0,1.11,9.3,74.0,0,Android,62.0,27.8
3113,13,Feminino,America_do_sul,Medio_baixo,Ensino_medio,Estudante,11.99,334,558,73,88,4,6.56,1.02,11.68,16.0,9.9,2.2,18.0,1,Android,62.0,68.0
3114,34,Masculino,Europa,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,7.66,180,129,235,62,1,7.24,2.79,1.0,2.0,4.21,8.1,55.0,0,Android,53.0,35.9
3115,17,Masculino,Asia,Medio_baixo,Ensino_medio,Estudante,5.88,107,438,219,102,4,8.36,3.03,3.0,4.0,9.94,1.9,34.0,0,Android,69.0,31.3
3116,23,Feminino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,4.51,57,341,119,67,3,6.12,4.95,7.17,0.0,9.99,8.9,53.0,0,Android,68.0,22.0
3117,22,Masculino,America_do_norte,Baixo,Bacharelado,Funcionario_em_tmp_integral,14.74,306,74,401,46,3,5.35,1.0,21.0,20.0,7.98,2.9,54.0,0,Android,63.0,60.6
3118,33,Masculino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,2.85,80,190,384,6,1,5.87,2.82,5.0,5.0,3.3,8.0,43.0,0,Android,57.0,17.3
3119,28,Masculino,Oriente_medio,Baixo,Doutorado,Funcionario_em_tmp_integral,6.79,75,1122,537,0,4,6.42,2.95,2.0,6.0,8.97,1.7,0.0,1,Tablet,75.0,49.0
3120,24,Feminino,Africa,Medio_baixo,Bacharelado,Estudante,15.34,310,140,237,200,2,5.6,1.0,19.97,18.0,10.0,0.4,45.0,1,Laptop,82.0,63.7
3121,13,Feminino,Europa,Baixo,Ensino_medio,Estudante,4.84,89,561,131,189,7,7.57,2.28,12.8,7.0,3.6,8.7,0.0,0,Android,60.0,30.3
3122,22,Masculino,America_do_norte,Medio_baixo,Bacharelado,Meio período/Turno,4.94,77,296,67,228,2,8.52,3.99,4.0,8.0,1.0,9.8,50.0,0,iPhone,59.0,23.7
3123,36,Feminino,Europa,Medio_alto,Mestrado,Desempregado_a_procura_de_emprego,7.79,163,248,282,0,2,8.34,1.0,7.75,13.0,10.0,0.3,42.0,1,iPhone,65.3,37.5
3124,30,Feminino,America_do_norte,Alto,Bacharelado,Desempregado_a_procura_de_emprego,8.15,181,217,162,235,4,6.94,3.01,10.92,6.0,4.97,8.4,62.0,1,Android,61.0,38.7
3125,20,Feminino,America_do_sul,Medio_alto,Ensino_medio,Meio período/Turno,6.63,154,261,128,265,7,6.15,4.28,5.26,7.0,1.0,8.4,35.0,0,Android,65.3,33.0
3126,14,Feminino,America_do_sul,Medio_baixo,Ensino_medio,Estudante,5.14,105,79,161,34,5,6.01,3.15,7.74,6.0,1.0,8.3,72.0,0,Tablet,72.0,19.9
3127,36,Feminino,Europa,Baixo,Mestrado,Cuidador_Aux_servicos_domiciliares,6.99,171,546,69,142,5,6.26,2.04,2.21,11.0,4.85,9.3,12.0,1,iPhone,46.0,44.47
3128,35,Feminino,Asia,Medio_alto,Bacharelado,Meio período/Turno,6.77,149,56,145,53,2,8.33,1.85,7.76,6.0,1.15,9.5,60.0,0,Tablet,78.0,28.7
3129,40,Feminino,Asia,Baixo,Ensino_medio,Funcionario_em_tmp_integral,6.16,95,114,148,182,5,6.1,2.16,7.56,10.0,1.0,8.6,60.0,0,Android,66.0,24.9
3130,34,Masculino,Africa,Baixo,Bacharelado,Funcionario_em_tmp_integral,10.11,202,701,96,109,0,7.4,2.68,6.0,12.0,6.15,3.9,2.0,0,iPhone,61.0,57.9
3131,36,Feminino,America_do_norte,Medio_alto,Bacharelado,Meio período/Turno,5.42,113,337,25,26,3,7.44,3.04,3.06,13.0,5.0,8.2,58.0,0,Laptop,64.0,30.1
3132,30,Feminino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,4.38,78,391,211,68,3,7.6,2.95,4.77,1.0,1.0,9.7,21.0,0,Tablet,65.0,25.4
3133,16,Masculino,America_do_sul,Medio_baixo,Ensino_medio,Estudante,8.64,190,252,163,76,5,6.73,2.09,5.0,14.0,1.0,4.5,43.0,0,Tablet,48.0,40.7
3134,14,Masculino,Europa,Baixo,Ensino_medio,Estudante,12.03,206,462,524,0,1,5.82,1.0,7.0,20.0,1.23,8.9,4.0,0,Tablet,80.0,54.3
3135,16,Feminino,Oriente_medio,Medio_baixo,Ensino_medio,Meio período/Turno,5.64,159,753,84,105,3,6.83,3.05,8.21,5.0,4.04,6.1,9.0,1,iPhone,65.0,43.2
3136,21,Masculino,America_do_sul,Baixo,Bacharelado,Estudante,3.16,75,189,208,0,5,8.76,3.15,4.0,5.0,1.0,8.5,49.0,1,Tablet,69.0,16.2
3137,25,Masculino,America_do_norte,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,7.23,156,368,64,229,4,9.06,3.12,4.0,4.0,1.0,9.8,32.0,0,Laptop,75.0,37.4
3138,21,Feminino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,5.87,104,116,132,31,0,6.73,1.0,3.14,12.0,1.34,9.4,67.0,0,Tablet,55.0,23.6
3139,19,Feminino,America_do_norte,Medio_baixo,Bacharelado,Estudante,7.02,146,125,76,210,2,7.58,3.84,9.1,9.0,6.18,8.7,77.0,0,iPhone,70.0,36.7
3140,15,Masculino,America_do_norte,Baixo,Ensino_medio,Estudante,2.9,67,445,56,9,3,9.1,4.02,3.0,0.0,4.17,9.9,41.0,0,Android,62.0,21.1
3141,18,Masculino,America_do_sul,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,8.18,196,181,168,102,5,5.35,1.06,2.0,18.0,1.0,7.8,70.0,0,Tablet,65.3,37.7
3142,36,Feminino,America_do_norte,Medio_baixo,Ensino_medio,Cuidador_Aux_servicos_domiciliares,1.86,47,638,77,83,0,8.04,3.76,6.5,8.0,1.54,9.8,27.0,0,Android,44.0,24.3
3143,50,Feminino,America_do_sul,Baixo,Ensino_medio,Funcionario_em_tmp_integral,5.63,72,77,124,0,1,7.82,2.81,3.11,9.0,1.0,9.7,71.0,0,iPhone,64.0,21.7
3144,28,Feminino,Europa,Medio_baixo,Doutorado,Funcionario_em_tmp_integral,12.13,254,720,86,32,2,4.4,2.96,18.38,19.0,10.0,0.0,9.0,1,iPhone,65.3,67.1
3145,18,Feminino,Europa,Medio_baixo,Bacharelado,Estudante,3.83,92,184,545,138,7,8.84,3.35,11.61,7.0,1.0,9.2,41.6,1,Tablet,69.0,18.8
3146,16,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,6.69,141,101,172,149,1,7.64,2.84,2.0,6.0,6.28,8.3,49.0,0,Tablet,70.0,27.4
3147,16,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,6.76,212,156,61,297,0,6.88,1.0,21.0,17.0,8.42,7.6,76.0,0,iPhone,58.0,36.7
3148,17,Feminino,America_do_norte,Baixo,Ensino_medio,Estudante,7.56,130,464,56,86,3,5.23,3.0,6.44,9.0,10.0,1.3,46.0,1,Tablet,65.3,38.2
3149,31,Masculino,Africa,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,7.06,104,106,360,71,5,7.41,2.14,1.0,3.0,3.83,6.5,50.0,1,Tablet,64.0,26.9
3150,31,Feminino,Europa,Medio_alto,Doutorado,Funcionario_em_tmp_integral,5.94,82,417,279,274,3,8.78,1.97,3.76,10.0,1.0,8.5,34.0,0,Android,56.0,30.4
3151,14,Feminino,Africa,Medio_baixo,Ensino_medio,Estudante,7.65,170,1149,187,123,3,7.28,2.04,7.48,11.0,9.98,2.6,0.0,0,Android,73.0,58.6
3152,43,Masculino,Europa,Alto,Ensino_medio,Desempregado_a_procura_de_emprego,6.55,153,433,306,52,4,7.33,2.13,4.0,7.0,9.06,10.0,5.0,0,Laptop,61.0,39.3
3153,30,Feminino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,3.54,68,192,92,102,6,8.29,4.2,8.68,8.0,1.0,8.1,53.0,0,iPhone,36.0,18.3
3154,22,Masculino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,6.14,115,198,79,107,2,5.76,2.9,5.0,11.0,7.3,4.2,65.0,0,Laptop,61.0,27.2
3155,29,Feminino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,5.66,114,135,71,202,4,9.03,3.06,4.59,4.0,1.0,8.2,65.0,0,Tablet,55.0,25.1
3156,29,Feminino,Africa,Baixo,Bacharelado,Meio período/Turno,6.2,127,538,318,100,2,7.24,2.81,4.6,6.0,2.14,7.3,0.0,0,Tablet,49.0,38.0
3157,46,Feminino,Europa,Medio_baixo,Doutorado,Meio período/Turno,6.92,100,83,60,0,2,8.36,2.88,10.57,8.0,2.11,8.2,56.0,0,Laptop,53.0,27.2
3158,14,Feminino,America_do_norte,Baixo,Ensino_medio,Estudante,6.18,93,230,176,176,7,8.08,2.37,9.44,13.0,3.57,5.4,40.0,0,Android,66.0,25.3
3159,34,Masculino,America_do_sul,Medio_baixo,Mestrado,Meio período/Turno,6.5,71,716,10,122,3,8.38,3.93,3.0,6.0,2.03,7.4,8.0,0,Tablet,78.0,38.1
3160,24,Masculino,Europa,Medio_alto,Mestrado,Estudante,4.83,105,443,184,107,2,7.79,3.0,1.0,9.0,1.0,9.9,12.0,1,Android,68.0,29.5
3161,24,Masculino,Africa,Alto,Mestrado,Estudante,9.9,251,152,96,164,3,6.82,2.03,8.0,15.0,6.14,5.1,75.0,0,iPhone,59.0,46.8
3162,13,Masculino,Africa,Medio_baixo,Ensino_medio,Estudante,10.93,154,292,266,220,5,6.27,1.15,5.0,12.0,4.98,7.6,33.0,0,iPhone,70.0,43.2
3163,24,Feminino,Europa,Baixo,Bacharelado,Estudante,6.06,157,93,359,26,5,8.2,5.0,9.94,8.0,1.84,8.6,53.0,0,iPhone,60.0,28.1
3164,27,Masculino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,10.39,231,105,102,234,3,5.57,1.0,6.0,8.0,5.97,4.6,79.0,0,iPhone,58.0,45.3
3165,44,Feminino,Asia,Alto,Ensino_medio,Cuidador_Aux_servicos_domiciliares,4.44,35,590,196,75,0,7.04,2.72,8.58,5.0,10.0,5.7,10.0,0,iPhone,53.0,28.6
3166,43,Feminino,America_do_norte,Baixo,Bacharelado,Meio período/Turno,9.78,196,162,248,53,5,7.86,1.2,12.36,15.0,9.81,6.42,60.0,1,Tablet,47.0,44.1
3167,28,Masculino,Europa,Medio_alto,Bacharelado,Meio período/Turno,3.99,58,262,18,109,0,7.98,2.7,2.0,6.0,1.0,8.5,33.0,0,Tablet,61.0,19.4
3168,25,Feminino,Europa,Baixo,Bacharelado,Meio período/Turno,7.64,140,239,138,36,0,7.58,1.0,6.94,11.0,1.26,9.0,50.0,0,Tablet,67.0,34.0
3169,32,Feminino,Africa,Alto,Mestrado,Desempregado_a_procura_de_emprego,10.3,208,466,301,238,2,5.99,1.82,11.04,20.0,6.31,3.0,8.0,0,Laptop,64.0,52.6
3170,23,Masculino,Oriente_medio,Baixo,Bacharelado,Estudante,11.46,304,222,89,121,5,6.29,1.07,17.0,20.0,9.85,0.0,60.0,1,Android,61.0,56.6
3171,28,Masculino,America_do_sul,Medio_alto,Ensino_medio,Meio período/Turno,6.03,113,384,79,188,3,7.29,5.0,2.0,9.0,4.97,7.9,37.0,1,Tablet,56.0,32.2
3172,24,Masculino,Asia,Medio_baixo,Mestrado,Desempregado_a_procura_de_emprego,11.22,225,202,127,48,0,5.83,1.0,11.0,15.0,10.0,6.3,50.0,1,Android,71.0,48.6
3173,15,Feminino,America_do_norte,Baixo,Ensino_medio,Estudante,3.99,121,213,87,0,3,9.1,4.94,9.1,0.0,1.0,9.3,77.0,0,Tablet,52.0,22.6
3174,46,Feminino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,5.37,119,122,0,15,3,8.64,4.04,6.96,0.0,6.95,8.1,74.0,0,Laptop,73.0,25.7
3175,15,Feminino,Europa,Medio_baixo,Ensino_medio,Meio período/Turno,3.8,87,394,174,102,3,8.22,4.04,5.73,1.0,9.98,7.4,19.0,0,iPhone,55.0,23.8
3176,19,Masculino,America_do_norte,Baixo,Bacharelado,Estudante,10.01,255,78,306,19,3,7.69,2.02,7.0,13.0,4.17,7.9,72.0,0,Android,57.0,45.0
3177,31,Masculino,Europa,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,6.24,83,205,161,133,3,8.84,3.94,0.0,2.0,3.02,9.3,57.0,0,Android,50.0,26.0
3178,23,Feminino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,6.41,106,442,76,102,4,7.54,3.04,7.1,9.0,1.0,8.1,23.0,1,Laptop,60.0,33.4
3179,32,Masculino,Oriente_medio,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,6.5,100,404,171,69,5,7.6,4.15,1.0,11.0,1.0,8.0,24.0,0,Laptop,75.0,32.5
3180,20,Masculino,Asia,Medio_baixo,Bacharelado,Meio período/Turno,2.96,66,187,288,102,2,8.7,2.93,6.0,0.0,1.0,9.5,63.0,0,Tablet,70.0,14.8
3181,24,Feminino,America_do_norte,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,7.25,164,458,122,176,3,8.26,1.0,1.88,15.0,1.0,9.6,41.6,0,Tablet,75.0,40.4
3182,23,Masculino,Asia,Medio_alto,Mestrado,Funcionario_em_tmp_integral,6.84,193,346,541,144,6,8.44,2.22,5.0,8.0,1.0,8.7,5.0,0,Android,70.0,39.1
3183,21,Masculino,Oriente_medio,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,5.12,114,280,156,0,7,7.85,3.3,4.0,5.0,5.65,8.0,38.0,0,Tablet,54.0,26.9
3184,27,Masculino,Asia,Medio_alto,Mestrado,Meio período/Turno,8.56,184,175,125,114,1,6.14,2.88,6.0,8.0,5.28,8.4,70.0,1,Laptop,62.0,38.6
3185,37,Feminino,America_do_norte,Medio_baixo,Ensino_medio,Desempregado_a_procura_de_emprego,9.48,123,508,196,163,4,3.58,2.09,13.87,15.0,10.0,3.5,0.0,1,Android,57.0,36.7
3186,24,Masculino,Asia,Alto,Bacharelado,Estudante,4.31,90,340,444,292,6,9.75,3.14,3.0,11.0,2.65,9.2,5.0,0,Laptop,78.0,24.0
3187,31,Masculino,Africa,Medio_alto,Doutorado,Funcionario_em_tmp_integral,5.34,116,544,10,124,2,7.18,3.88,3.0,5.0,1.0,8.0,26.0,0,Laptop,53.0,35.2
3188,39,Masculino,America_do_norte,Medio_baixo,Mestrado,Cuidador_Aux_servicos_domiciliares,5.76,135,167,230,37,5,9.76,3.08,2.0,7.0,1.0,9.6,58.0,0,Android,74.0,28.4
3189,48,Feminino,America_do_norte,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,11.39,233,319,341,31,2,6.84,1.92,9.16,11.0,1.02,9.0,9.0,0,Laptop,74.0,54.7
3190,21,Masculino,America_do_norte,Medio_alto,Bacharelado,Meio período/Turno,6.59,164,177,459,0,5,6.58,3.18,2.0,12.0,2.9,9.2,38.0,0,iPhone,83.06,31.1
3191,37,Masculino,Asia,Baixo,Mestrado,Meio período/Turno,4.19,107,290,173,267,5,8.75,3.14,4.0,7.0,1.0,9.3,16.0,0,Tablet,61.0,25.6
3192,18,Masculino,Asia,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,12.52,180,194,44,208,1,6.2,1.0,11.0,14.0,8.28,4.3,58.0,1,iPhone,72.0,47.1
3193,23,Masculino,Africa,Baixo,Bacharelado,Meio período/Turno,9.04,155,24,110,102,7,8.96,1.3,7.0,16.0,1.0,9.7,72.0,0,Tablet,88.0,32.4
3194,42,Feminino,Europa,Alto,Ensino_medio,Funcionario_em_tmp_integral,5.36,89,357,126,139,5,7.98,4.14,4.31,4.0,1.0,9.4,42.0,0,Android,59.0,29.1
3195,39,Feminino,Europa,Alto,Bacharelado,Funcionario_em_tmp_integral,13.03,245,78,124,81,4,5.44,3.02,20.94,20.0,9.85,1.8,92.0,1,Android,50.0,53.4
3196,28,Feminino,Oriente_medio,Baixo,Bacharelado,Meio período/Turno,6.3,125,103,103,186,2,6.14,2.83,3.37,9.0,5.15,8.4,67.0,0,iPhone,46.0,27.0
3197,24,Feminino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,4.46,72,219,77,30,2,9.72,2.79,7.9,4.0,10.0,2.5,41.6,0,Laptop,72.0,19.9
3198,23,Feminino,Africa,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,13.13,239,99,60,137,2,5.52,1.0,8.14,16.0,9.28,4.1,72.0,0,Laptop,46.0,52.3
3199,37,Feminino,America_do_norte,Alto,Ensino_medio,Funcionario_em_tmp_integral,4.08,94,139,47,150,4,6.8,4.08,2.8,1.0,1.0,8.7,67.0,0,Laptop,61.0,20.4
3200,35,Masculino,Asia,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,4.84,121,1046,156,177,4,8.4,3.07,1.0,2.0,4.93,5.2,0.0,0,Tablet,69.0,47.2
3201,19,Masculino,Asia,Medio_baixo,Bacharelado,Estudante,3.48,81,143,151,140,5,8.15,5.0,3.0,0.0,9.84,4.3,52.0,0,Tablet,67.0,16.2
3202,23,Feminino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,13.77,307,81,128,113,0,4.69,1.0,20.14,18.0,10.0,3.2,69.0,1,iPhone,69.0,58.47
3203,45,Feminino,Europa,Alto,Ensino_medio,Desempregado_a_procura_de_emprego,7.32,114,365,26,74,7,8.86,3.2,3.84,7.0,1.0,7.9,63.0,1,Android,67.0,36.0
3204,34,Masculino,Europa,Alto,Ensino_medio,Funcionario_em_tmp_integral,4.68,96,308,583,116,2,6.6,1.91,1.0,13.0,1.15,9.4,15.0,0,iPhone,78.0,25.5
3205,22,Feminino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,3.5,58,523,104,256,7,7.98,5.0,7.65,2.0,3.5,9.4,33.0,0,iPhone,55.0,24.6
3206,21,Masculino,Asia,Medio_baixo,Bacharelado,Estudante,11.78,331,96,413,240,2,5.57,1.81,18.0,17.0,10.0,4.3,50.0,1,Android,58.0,56.3
3207,25,Feminino,America_do_norte,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,9.42,194,44,36,129,6,6.68,4.23,9.16,8.0,5.85,7.7,99.06,0,Laptop,57.0,38.1
3208,43,Masculino,America_do_norte,Alto,Ensino_medio,Meio período/Turno,5.12,89,256,140,91,4,8.28,3.03,3.0,9.0,3.0,7.0,45.0,0,iPhone,73.0,25.6
3209,23,Feminino,Oriente_medio,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,7.89,140,652,117,155,1,6.51,1.77,4.53,15.0,1.18,9.5,4.0,1,Tablet,74.0,44.8
3210,23,Masculino,Africa,Baixo,Bacharelado,Meio período/Turno,8.1,181,382,199,0,5,7.22,4.11,4.0,5.0,4.82,8.5,26.0,0,Tablet,70.0,42.0
3211,29,Masculino,America_do_sul,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,7.72,100,146,137,145,7,6.94,3.17,4.0,7.0,4.54,9.3,50.0,0,iPhone,77.0,28.5
3212,20,Feminino,Asia,Baixo,Ensino_medio,Estudante,6.32,120,449,188,246,1,8.64,3.78,3.68,2.0,6.24,5.5,31.0,0,Android,53.0,34.5
3213,49,Masculino,Europa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,8.34,110,386,57,215,2,10.15,1.86,5.0,11.0,1.0,7.5,37.0,0,Laptop,82.0,38.7
3214,29,Feminino,America_do_norte,Medio_alto,Mestrado,Desempregado_a_procura_de_emprego,5.3,83,130,67,212,4,8.14,4.08,4.26,0.0,4.98,3.5,41.6,0,Tablet,80.0,20.9
3215,25,Feminino,Europa,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,5.26,91,311,61,232,6,8.08,4.2,8.6,5.0,1.0,8.0,55.0,1,Tablet,72.0,25.9
3216,22,Feminino,Africa,Alto,Bacharelado,Estudante,7.14,148,663,40,75,0,6.92,3.76,5.22,8.0,10.0,5.3,13.0,0,iPhone,83.06,36.7
3217,30,Feminino,Oriente_medio,Alto,Mestrado,Desempregado_a_procura_de_emprego,10.37,227,181,76,172,3,6.63,1.0,13.18,9.0,10.0,2.8,58.0,1,Laptop,48.0,47.4
3218,31,Masculino,Africa,Baixo,Bacharelado,Funcionario_em_tmp_integral,6.23,82,165,50,69,4,7.32,5.0,0.0,2.0,1.0,9.5,56.0,0,Android,60.0,24.6
3219,29,Masculino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,5.35,79,182,51,248,0,7.86,2.76,3.0,4.0,2.34,9.4,62.0,0,Tablet,58.0,22.5
3220,39,Masculino,Asia,Medio_baixo,Bacharelado,Meio período/Turno,6.19,163,357,91,56,5,7.73,3.12,6.0,14.0,1.0,8.1,19.0,0,Laptop,72.0,36.6
3221,34,Masculino,Europa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,10.35,185,502,141,69,5,4.52,1.17,12.0,17.0,9.93,1.7,6.0,1,Android,54.0,52.1
